,cost,address,opst,floor,space,city,gu,dong,평수
15330,60000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15331,60000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15332,60000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15333,90000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15334,65000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15335,65000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15336,65000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15337,65000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15338,90000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15339,60000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15340,60000,서울시 마포구 염리동,염리스타팰리스 1동,저,34.46,서울시,마포구,염리동,10.4
15341,40000,서울시 마포구 중동,서울 1동,저,17.22,서울시,마포구,중동,5.2
15342,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15343,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15344,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15345,60000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.59,서울시,마포구,창전동,5.0
15346,60000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.59,서울시,마포구,창전동,5.0
15347,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15348,75000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15349,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15350,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15351,60000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15352,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15353,70000,서울시 마포구 창전동,동원스위트뷰 1동,중,16.56,서울시,마포구,창전동,5.0
15354,70000,서울시 마포구 창전동,세방테크빌 1동,저,20.3,서울시,마포구,창전동,6.1
15355,70000,서울시 마포구 창전동,세방테크빌 1동,저,25.55,서울시,마포구,창전동,7.7
15356,70000,서울시 마포구 창전동,세방테크빌 1동,저,20.3,서울시,마포구,창전동,6.1
15357,70000,서울시 마포구 창전동,세방테크빌 1동,중,20.3,서울시,마포구,창전동,6.1
15358,70000,서울시 마포구 창전동,세방테크빌 1동,저,26.46,서울시,마포구,창전동,8.0
15359,250000,서울시 마포구 합정동,KCC엠파이어리버 1동,저,63.89,서울시,마포구,합정동,19.3
15360,200000,서울시 마포구 합정동,KCC엠파이어리버 1동,저,63.89,서울시,마포구,합정동,19.3
15361,280000,서울시 마포구 합정동,KCC엠파이어리버 1동,저,63.89,서울시,마포구,합정동,19.3
15362,200000,서울시 마포구 합정동,KCC엠파이어리버 1동,저,63.89,서울시,마포구,합정동,19.3
15363,280000,서울시 마포구 합정동,KCC엠파이어리버 1동,중,63.89,서울시,마포구,합정동,19.3
15364,220000,서울시 마포구 합정동,KCC엠파이어리버 1동,중,48.0,서울시,마포구,합정동,14.5
15365,200000,서울시 마포구 합정동,KCC엠파이어리버 1동,저,63.39,서울시,마포구,합정동,19.2
15366,220000,서울시 마포구 합정동,KCC엠파이어리버 1동,중,63.39,서울시,마포구,합정동,19.2
15367,230000,서울시 마포구 합정동,KCC엠파이어리버 1동,중,48.0,서울시,마포구,합정동,14.5
15368,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.08,서울시,마포구,합정동,7.0
15369,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.08,서울시,마포구,합정동,7.0
15370,140000,서울시 마포구 합정동,마포한강푸르지오2차 201동,고,23.09,서울시,마포구,합정동,7.0
15371,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.08,서울시,마포구,합정동,7.0
15372,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.08,서울시,마포구,합정동,7.0
15373,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.09,서울시,마포구,합정동,7.0
15374,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.43,서울시,마포구,합정동,7.1
15375,140000,서울시 마포구 합정동,마포한강푸르지오2차 202동,고,23.09,서울시,마포구,합정동,7.0
15376,130000,서울시 마포구 합정동,마포한강푸르지오2차 201동,고,23.08,서울시,마포구,합정동,7.0
15377,160000,서울시 마포구 합정동,마포한강푸르지오2차 201동,고,25.49,서울시,마포구,합정동,7.7
15378,180000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,고,28.56,서울시,마포구,합정동,8.6
15379,150000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,28.56,서울시,마포구,합정동,8.6
15380,180000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,28.56,서울시,마포구,합정동,8.6
15381,100000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,고,18.84,서울시,마포구,합정동,5.7
15382,100000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,28.56,서울시,마포구,합정동,8.6
15383,150000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,18.85,서울시,마포구,합정동,5.7
15384,120000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,18.85,서울시,마포구,합정동,5.7
15385,100000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,고,18.86,서울시,마포구,합정동,5.7
15386,100000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,18.84,서울시,마포구,합정동,5.7
15387,180000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,28.56,서울시,마포구,합정동,8.6
15388,100000,서울시 마포구 합정동,스퀘어리버뷰합정 1동,중,18.84,서울시,마포구,합정동,5.7
15389,150000,서울시 마포구 합정동,엘림 1동,중,23.94,서울시,마포구,합정동,7.2
15390,150000,서울시 마포구 합정동,엘림 1동,중,23.94,서울시,마포구,합정동,7.2
15391,150000,서울시 마포구 합정동,엘림 1동,중,23.94,서울시,마포구,합정동,7.2
15392,150000,서울시 마포구 합정동,엘림 1동,저,23.31,서울시,마포구,합정동,7.1
15393,150000,서울시 마포구 합정동,월드 1동,중,20.52,서울시,마포구,합정동,6.2
15394,150000,서울시 마포구 합정동,월드 1동,중,21.06,서울시,마포구,합정동,6.4
15395,150000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15396,150000,서울시 마포구 합정동,월드 1동,저,21.06,서울시,마포구,합정동,6.4
15397,150000,서울시 마포구 합정동,월드 1동,중,21.06,서울시,마포구,합정동,6.4
15398,150000,서울시 마포구 합정동,월드 1동,중,21.06,서울시,마포구,합정동,6.4
15399,150000,서울시 마포구 합정동,월드 1동,중,21.06,서울시,마포구,합정동,6.4
15400,150000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15401,160000,서울시 마포구 합정동,월드 1동,중,20.52,서울시,마포구,합정동,6.2
15402,150000,서울시 마포구 합정동,월드 1동,저,21.06,서울시,마포구,합정동,6.4
15403,150000,서울시 마포구 합정동,월드 1동,중,21.06,서울시,마포구,합정동,6.4
15404,150000,서울시 마포구 합정동,월드 1동,저,21.06,서울시,마포구,합정동,6.4
15405,150000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15406,150000,서울시 마포구 합정동,월드 1동,저,21.06,서울시,마포구,합정동,6.4
15407,150000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15408,150000,서울시 마포구 합정동,월드 1동,중,20.52,서울시,마포구,합정동,6.2
15409,160000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15410,150000,서울시 마포구 합정동,월드 1동,저,20.52,서울시,마포구,합정동,6.2
15411,150000,서울시 마포구 합정동,월드 1동,중,20.52,서울시,마포구,합정동,6.2
15412,150000,서울시 마포구 합정동,월드 1동,중,20.52,서울시,마포구,합정동,6.2
15413,40000,서울시 마포구 합정동,일신 1동,중,25.04,서울시,마포구,합정동,7.6
15414,40000,서울시 마포구 합정동,일신 1동,저,35.5,서울시,마포구,합정동,10.7
15415,70000,서울시 노원구 공릉동,건양 1동,저,17.14,서울시,노원구,공릉동,5.2
15416,70000,서울시 노원구 공릉동,건양 1동,저,17.14,서울시,노원구,공릉동,5.2
15417,70000,서울시 노원구 공릉동,건양 1동,중,17.14,서울시,노원구,공릉동,5.2
15418,70000,서울시 노원구 공릉동,건양 1동,저,17.14,서울시,노원구,공릉동,5.2
15419,70000,서울시 노원구 공릉동,건양 1동,저,16.02,서울시,노원구,공릉동,4.8
15420,180000,서울시 노원구 공릉동,도균 1동,저,21.81,서울시,노원구,공릉동,6.6
15421,400000,서울시 노원구 공릉동,도균 1동,저,19.94,서울시,노원구,공릉동,6.0
15422,457000,서울시 노원구 공릉동,도균 1동,저,19.94,서울시,노원구,공릉동,6.0
15423,65000,서울시 노원구 공릉동,두보팰리스 1동,저,17.4,서울시,노원구,공릉동,5.3
15424,55000,서울시 노원구 공릉동,로우폴리스 1동,고,22.99,서울시,노원구,공릉동,7.0
15425,50000,서울시 노원구 공릉동,로우폴리스 1동,고,22.08,서울시,노원구,공릉동,6.7
15426,55000,서울시 노원구 공릉동,로우폴리스 1동,중,22.99,서울시,노원구,공릉동,7.0
15427,60000,서울시 노원구 공릉동,로우폴리스 1동,중,22.99,서울시,노원구,공릉동,7.0
15428,70000,서울시 노원구 공릉동,로우폴리스 1동,중,29.07,서울시,노원구,공릉동,8.8
15429,78000,서울시 노원구 공릉동,엘네스트빌 1동,중,30.4,서울시,노원구,공릉동,9.2
15430,60000,서울시 노원구 공릉동,엘네스트빌 1동,중,30.4,서울시,노원구,공릉동,9.2
15431,60000,서울시 노원구 공릉동,엘네스트빌 1동,중,30.4,서울시,노원구,공릉동,9.2
15432,150000,서울시 노원구 공릉동,진주 1동,저,35.9,서울시,노원구,공릉동,10.9
15433,110000,서울시 노원구 공릉동,진주 1동,저,42.05,서울시,노원구,공릉동,12.7
15434,130000,서울시 노원구 공릉동,진주 1동,중,37.8,서울시,노원구,공릉동,11.4
15435,120000,서울시 노원구 공릉동,진주 1동,중,44.4,서울시,노원구,공릉동,13.4
15436,130000,서울시 노원구 공릉동,진주 1동,중,44.4,서울시,노원구,공릉동,13.4
15437,130000,서울시 노원구 공릉동,진주 1동,중,37.8,서울시,노원구,공릉동,11.4
15438,120000,서울시 노원구 공릉동,진주 1동,저,42.05,서울시,노원구,공릉동,12.7
15439,130000,서울시 노원구 공릉동,진주 1동,저,35.9,서울시,노원구,공릉동,10.9
15440,130000,서울시 노원구 공릉동,진주 1동,저,35.9,서울시,노원구,공릉동,10.9
15441,120000,서울시 노원구 공릉동,진주 1동,중,42.05,서울시,노원구,공릉동,12.7
15442,120000,서울시 노원구 공릉동,진주 1동,중,37.8,서울시,노원구,공릉동,11.4
15443,120000,서울시 노원구 공릉동,진주 1동,중,37.8,서울시,노원구,공릉동,11.4
15444,130000,서울시 노원구 공릉동,진주 1동,중,44.4,서울시,노원구,공릉동,13.4
15445,120000,서울시 노원구 공릉동,진주 1동,저,42.05,서울시,노원구,공릉동,12.7
15446,130000,서울시 노원구 공릉동,진주 1동,중,37.8,서울시,노원구,공릉동,11.4
15447,130000,서울시 노원구 공릉동,진주 1동,저,42.05,서울시,노원구,공릉동,12.7
15448,110000,서울시 노원구 공릉동,진주 1동,저,35.9,서울시,노원구,공릉동,10.9
15449,130000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15450,110000,서울시 노원구 상계동,금오위성프라자 1동,중,26.2,서울시,노원구,상계동,7.9
15451,140000,서울시 노원구 상계동,금오위성프라자 1동,중,31.73,서울시,노원구,상계동,9.6
15452,130000,서울시 노원구 상계동,금오위성프라자 1동,중,29.68,서울시,노원구,상계동,9.0
15453,140000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15454,130000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15455,100000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15456,100000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15457,130000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15458,130000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15459,150000,서울시 노원구 상계동,금오위성프라자 1동,중,26.14,서울시,노원구,상계동,7.9
15460,100000,서울시 노원구 상계동,금오위성프라자 1동,중,31.14,서울시,노원구,상계동,9.4
15461,130000,서울시 노원구 상계동,금오위성프라자 1동,중,29.62,서울시,노원구,상계동,9.0
15462,140000,서울시 노원구 상계동,금오위성프라자 1동,중,29.68,서울시,노원구,상계동,9.0
15463,130000,서울시 노원구 상계동,노빌리안골드 1동,중,27.72,서울시,노원구,상계동,8.4
15464,150000,서울시 노원구 상계동,노빌리안골드 1동,고,24.68,서울시,노원구,상계동,7.5
15465,70000,서울시 노원구 상계동,노빌리안골드 1동,고,24.68,서울시,노원구,상계동,7.5
15466,120000,서울시 노원구 상계동,노빌리안골드 1동,중,26.64,서울시,노원구,상계동,8.1
15467,100000,서울시 노원구 상계동,노빌리안골드 1동,중,26.64,서울시,노원구,상계동,8.1
15468,110000,서울시 노원구 상계동,노빌리안골드 1동,고,27.72,서울시,노원구,상계동,8.4
15469,150000,서울시 노원구 상계동,노빌리안골드 1동,중,30.24,서울시,노원구,상계동,9.1
15470,120000,서울시 노원구 상계동,노빌리안골드 1동,중,24.68,서울시,노원구,상계동,7.5
15471,130000,서울시 노원구 상계동,노빌리안골드 1동,중,24.68,서울시,노원구,상계동,7.5
15472,150000,서울시 노원구 상계동,노빌리안골드 1동,고,26.64,서울시,노원구,상계동,8.1
15473,140000,서울시 노원구 상계동,노빌리안골드 1동,중,27.72,서울시,노원구,상계동,8.4
15474,70000,서울시 노원구 상계동,노원 1동,중,32.54,서울시,노원구,상계동,9.8
15475,70000,서울시 노원구 상계동,노원 1동,중,34.78,서울시,노원구,상계동,10.5
15476,150000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15477,100000,서울시 노원구 상계동,노원역보미더클래스 1동,중,29.25,서울시,노원구,상계동,8.8
15478,70000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15479,120000,서울시 노원구 상계동,노원역보미더클래스 1동,고,29.25,서울시,노원구,상계동,8.8
15480,150000,서울시 노원구 상계동,노원역보미더클래스 1동,고,29.25,서울시,노원구,상계동,8.8
15481,100000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15482,150000,서울시 노원구 상계동,노원역보미더클래스 1동,고,29.25,서울시,노원구,상계동,8.8
15483,100000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15484,130000,서울시 노원구 상계동,노원역보미더클래스 1동,고,29.25,서울시,노원구,상계동,8.8
15485,90000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15486,90000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15487,100000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15488,160000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15489,150000,서울시 노원구 상계동,노원역보미더클래스 1동,고,29.25,서울시,노원구,상계동,8.8
15490,90000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15491,80000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15492,90000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15493,80000,서울시 노원구 상계동,노원역보미더클래스 1동,고,18.96,서울시,노원구,상계동,5.7
15494,80000,서울시 노원구 상계동,노원역보미더클래스 1동,중,18.96,서울시,노원구,상계동,5.7
15495,130000,서울시 노원구 상계동,노원역보미더클래스 1동,중,29.25,서울시,노원구,상계동,8.8
15496,120000,서울시 노원구 상계동,마블러스1 1동,저,25.53,서울시,노원구,상계동,7.7
15497,120000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15498,130000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15499,130000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15500,120000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15501,120000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15502,140000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15503,130000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15504,120000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15505,130000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15506,130000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15507,130000,서울시 노원구 상계동,마블러스1 1동,중,25.53,서울시,노원구,상계동,7.7
15508,130000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15509,130000,서울시 노원구 상계동,마블러스1 1동,중,25.3,서울시,노원구,상계동,7.7
15510,140000,서울시 노원구 상계동,마블러스2 1동,중,23.05,서울시,노원구,상계동,7.0
15511,120000,서울시 노원구 상계동,마블러스2 1동,중,23.05,서울시,노원구,상계동,7.0
15512,70000,서울시 노원구 상계동,베르나르드빌 1동,중,30.34,서울시,노원구,상계동,9.2
15513,120000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15514,120000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15515,100000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15516,80000,서울시 노원구 상계동,수락네스트죤 1동,저,29.97,서울시,노원구,상계동,9.1
15517,80000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15518,120000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15519,100000,서울시 노원구 상계동,수락네스트죤 1동,저,30.38,서울시,노원구,상계동,9.2
15520,100000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15521,150000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15522,70000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15523,80000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15524,150000,서울시 노원구 상계동,수락네스트죤 1동,중,29.97,서울시,노원구,상계동,9.1
15525,100000,서울시 노원구 상계동,수락네스트죤 1동,중,31.99,서울시,노원구,상계동,9.7
15526,55000,서울시 노원구 상계동,오피앙 1동,중,23.37,서울시,노원구,상계동,7.1
15527,85000,서울시 노원구 상계동,오피앙 1동,고,27.78,서울시,노원구,상계동,8.4
15528,50000,서울시 노원구 상계동,오피앙 1동,중,23.37,서울시,노원구,상계동,7.1
15529,200000,서울시 노원구 상계동,오피앙 1동,저,27.78,서울시,노원구,상계동,8.4
15530,75000,서울시 노원구 상계동,오피앙 1동,중,23.37,서울시,노원구,상계동,7.1
15531,80000,서울시 노원구 상계동,오피앙 1동,고,23.37,서울시,노원구,상계동,7.1
15532,55000,서울시 노원구 상계동,오피앙 1동,고,23.37,서울시,노원구,상계동,7.1
15533,55000,서울시 노원구 상계동,오피앙 1동,고,23.37,서울시,노원구,상계동,7.1
15534,65000,서울시 노원구 상계동,오피앙 1동,중,27.78,서울시,노원구,상계동,8.4
15535,70000,서울시 노원구 상계동,오피앙 1동,고,23.37,서울시,노원구,상계동,7.1
15536,55000,서울시 노원구 상계동,오피앙 1동,중,23.37,서울시,노원구,상계동,7.1
15537,100000,서울시 노원구 상계동,토마토파르코 101동,고,31.06,서울시,노원구,상계동,9.4
15538,100000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15539,200000,서울시 노원구 상계동,토마토파르코 101동,고,72.76,서울시,노원구,상계동,22.0
15540,100000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15541,150000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15542,140000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15543,130000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15544,250000,서울시 노원구 상계동,토마토파르코 101동,고,70.16,서울시,노원구,상계동,21.2
15545,100000,서울시 노원구 상계동,토마토파르코 101동,중,32.96,서울시,노원구,상계동,10.0
15546,140000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15547,120000,서울시 노원구 상계동,토마토파르코 101동,중,32.96,서울시,노원구,상계동,10.0
15548,100000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15549,200000,서울시 노원구 상계동,토마토파르코 101동,고,67.06,서울시,노원구,상계동,20.3
15550,130000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15551,240000,서울시 노원구 상계동,토마토파르코 101동,고,70.16,서울시,노원구,상계동,21.2
15552,120000,서울시 노원구 상계동,토마토파르코 101동,중,32.96,서울시,노원구,상계동,10.0
15553,100000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15554,130000,서울시 노원구 상계동,토마토파르코 101동,중,32.96,서울시,노원구,상계동,10.0
15555,120000,서울시 노원구 상계동,토마토파르코 101동,중,36.76,서울시,노원구,상계동,11.1
15556,100000,서울시 노원구 상계동,하이베라스 1동,저,41.35,서울시,노원구,상계동,12.5
15557,100000,서울시 노원구 상계동,하이베라스 1동,중,41.35,서울시,노원구,상계동,12.5
15558,80000,서울시 노원구 상계동,하이베라스 1동,중,34.95,서울시,노원구,상계동,10.6
15559,130000,서울시 노원구 상계동,하이베라스 1동,중,41.44,서울시,노원구,상계동,12.5
15560,90000,서울시 노원구 상계동,하이베라스 1동,저,39.29,서울시,노원구,상계동,11.9
15561,100000,서울시 노원구 상계동,하이베라스 1동,저,39.29,서울시,노원구,상계동,11.9
15562,100000,서울시 노원구 상계동,하이베라스 1동,중,39.29,서울시,노원구,상계동,11.9
15563,100000,서울시 노원구 상계동,하이베라스 1동,저,34.95,서울시,노원구,상계동,10.6
15564,110000,서울시 노원구 상계동,하이베라스 1동,중,41.44,서울시,노원구,상계동,12.5
15565,100000,서울시 노원구 상계동,하이베라스 1동,저,36.29,서울시,노원구,상계동,11.0
15566,100000,서울시 노원구 상계동,하이베라스 1동,중,41.35,서울시,노원구,상계동,12.5
15567,75000,서울시 노원구 월계동,그랑디 1동,저,19.81,서울시,노원구,월계동,6.0
15568,150000,서울시 노원구 월계동,그랑디 1동,중,41.57,서울시,노원구,월계동,12.6
15569,80000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15570,80000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15571,75000,서울시 노원구 월계동,그랑디 1동,저,20.32,서울시,노원구,월계동,6.1
15572,75000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15573,160000,서울시 노원구 월계동,그랑디 1동,저,40.31,서울시,노원구,월계동,12.2
15574,75000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15575,80000,서울시 노원구 월계동,그랑디 1동,중,20.65,서울시,노원구,월계동,6.2
15576,75000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15577,75000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15578,75000,서울시 노원구 월계동,그랑디 1동,저,21.17,서울시,노원구,월계동,6.4
15579,100000,서울시 노원구 월계동,그랑디 1동,저,21.17,서울시,노원구,월계동,6.4
15580,120000,서울시 노원구 월계동,그랑디 1동,중,40.31,서울시,노원구,월계동,12.2
15581,120000,서울시 노원구 월계동,그랑디 1동,저,19.81,서울시,노원구,월계동,6.0
15582,150000,서울시 노원구 월계동,그랑디 1동,중,40.31,서울시,노원구,월계동,12.2
15583,80000,서울시 노원구 월계동,그랑디 1동,중,19.81,서울시,노원구,월계동,6.0
15584,90000,서울시 노원구 월계동,카펠라 1동,중,30.0,서울시,노원구,월계동,9.1
15585,150000,서울시 노원구 중계동,두타빌 A동,중,36.19,서울시,노원구,중계동,10.9
15586,120000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15587,120000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15588,150000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15589,130000,서울시 노원구 중계동,새롬스타빌 1동,저,27.26,서울시,노원구,중계동,8.2
15590,100000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15591,100000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15592,100000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15593,110000,서울시 노원구 중계동,새롬스타빌 1동,중,28.2,서울시,노원구,중계동,8.5
15594,100000,서울시 노원구 중계동,새롬스타빌 1동,저,28.2,서울시,노원구,중계동,8.5
15595,150000,서울시 노원구 중계동,씨앤미 1동,중,47.75,서울시,노원구,중계동,14.4
15596,150000,서울시 노원구 중계동,씨앤미 1동,중,47.75,서울시,노원구,중계동,14.4
15597,100000,서울시 노원구 중계동,우암에이스타워 1동,중,33.06,서울시,노원구,중계동,10.0
15598,170000,서울시 노원구 중계동,우암에이스타워 1동,중,35.02,서울시,노원구,중계동,10.6
15599,100000,서울시 노원구 중계동,우암에이스타워 1동,중,33.06,서울시,노원구,중계동,10.0
15600,200000,서울시 노원구 중계동,중계브라운스톤 101동,중,69.03,서울시,노원구,중계동,20.9
15601,250000,서울시 노원구 중계동,중계브라운스톤 101동,중,83.62,서울시,노원구,중계동,25.3
15602,100000,서울시 노원구 중계동,중계브라운스톤 101동,중,83.62,서울시,노원구,중계동,25.3
15603,200000,서울시 노원구 중계동,중계브라운스톤 101동,중,83.62,서울시,노원구,중계동,25.3
15604,250000,서울시 노원구 중계동,중계브라운스톤 101동,중,69.03,서울시,노원구,중계동,20.9
15605,150000,서울시 노원구 중계동,중계브라운스톤 101동,중,83.62,서울시,노원구,중계동,25.3
15606,200000,서울시 노원구 중계동,중계브라운스톤 101동,고,89.12,서울시,노원구,중계동,27.0
